term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1961-01-05T13:38:53Z,98.33,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1961-02-04T01:21:52Z,98.44,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1961-03-05T19:34:56Z,98.55,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1961-04-05T00:40:28Z,98.66,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1961-05-05T18:16:51Z,98.77,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1961-06-05T22:40:12Z,98.88,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1961-07-07T09:01:34Z,98.99,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1961-08-07T18:45:44Z,99.10,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1961-09-07T21:28:04Z,99.21,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1961-10-08T12:49:10Z,99.32,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1961-11-07T15:42:50Z,99.43,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1961-12-07T08:21:29Z,99.54,SAJU_LITE_REFINED,v1.5.10+astro
